Orchestration architecture,Orchestration algorithm,Edge devices count,Total tasks execution delay (s),Average execution delay (s),Total tasks waiting time (s),Average waiting time (s),Number of generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average CPU usage (%),Average CPU usage (Cloud) (%),Average CPU usage (Edge) (%),Average CPU usage (Mist) (%),Energy consumption of computing nodes (Wh),Average energy consumption (Wh/Computing node),Cloud energy consumption (Wh),Average Cloud energy consumption (Wh/Data center),Edge energy consumption (Wh),Average Edge energy consumption (Wh/Data center),Mist energy consumption (Wh),Average Mist energy consumption (Wh/Device),WAN energy consumption (Wh), MAN energy consumption (Wh), LAN energy consumption (Wh),WiFi energy consumption (Wh), LTE energy consumption (Wh), Ethernet energy consumption (Wh),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
EDGE_ONLY,FUZZY_LOGIC,200,540,2.7,2971,14.855,200,200,0,0,0,0,0,0,0,200,200,0,0,0.0,350.4147692307696,0.0,1751.9999999999823,0.0,0.0,257.49815880197855,0.0008,0,0.0551,0,256.4208,1.257,0,0,151.6528,50.5509,104.768,0.5238,30.4638,0,0,0.3798,29.9931,0,0,33.0005,98.5295,-1.0,[99.57879292444441- 99.51796266666665- 99.51796266666665- 99.57879292444441- 99.5836698133333- 99.5836698133333- 99.51796266666665- 99.57879292444441- 99.5836698133333- 99.57879292444441- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.51796266666665- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.51796266666665- 99.51796266666665- 99.51796266666665- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.57879292444441- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.51796266666665- 99.5836698133333- 99.57879292444441- 99.5836698133333- 99.5836698133333- 99.57879292444441- 99.51796266666665- 99.51796266666665- 99.5836698133333- 99.51796266666665- 99.5836698133333- 99.5836698133333- 99.57879292444441- 99.51796266666665- 99.57879292444441- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.51796266666665- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 99.5836698133333- 96.97497880782925- 96.95305693950186- 96.95305693950186- 96.97497880782925- 96.97497880782925- 96.97335173190991- 96.97497880782925- 96.97497880782925- 96.95305693950186- 96.97497880782925- 96.97335173190991- 96.97497880782925- 96.97497880782925- 96.97497880782925- 96.97497880782925- 96.97497880782925- 96.95305693950186- 96.97335173190991- 96.97497880782925- 96.97335173190991- 96.97497880782925- 96.95305693950186- 96.97497880782925- 96.97497880782925- 96.97497880782925- 96.97497880782925- 96.97497880782925- 96.95305693950186- 96.97497880782925- 96.97497880782925- 96.95305693950186- 96.97497880782925- 96.97335173190991- 96.97497880782925- 96.97497880782925- 96.97497880782925- 96.97335173190991- 96.97497880782925- 96.97335173190991- 96.97335173190991],[]
